file,threshold,precision,recall,accepted_fail_predictions,correct_fail_predictions,incorrect_fail_predictions
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.39,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.38,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.37,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.36,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.35,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.34,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.33,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.32,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.31,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.3,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.29,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.28,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.27,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.26,0.3333333333333333,0.2222222222222222,6,2,4
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.95,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.94,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.93,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.92,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.91,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.9,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.89,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.88,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.87,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.86,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.85,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.84,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.83,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.82,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.81,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.8,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.79,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.78,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.77,0.5,0.2222222222222222,4,2,2
